Name,Version,Table,System,Year,Region,Unit,Value
ADB,62 economies,IOT,,2008,CAN,millions of US$,1486524.602932096
ADB,62 economies,IOT,,2008,CYP,millions of US$,25929.19664632566
ADB,62 economies,IOT,,2008,CZE,millions of US$,230109.8126119109
ADB,62 economies,IOT,,2008,DEN,millions of US$,321946.78831789835
ADB,62 economies,IOT,,2008,EST,millions of US$,22753.85823179531
ADB,62 economies,IOT,,2008,FIJ,millions of US$,3151.3026442575238
ADB,62 economies,IOT,,2008,FIN,millions of US$,263698.84891069116
ADB,62 economies,IOT,,2008,FRA,millions of US$,2744761.3224308374
ADB,62 economies,IOT,,2008,GER,millions of US$,3533387.550238008
ADB,62 economies,IOT,,2008,GRC,millions of US$,327154.4084462935
ADB,62 economies,IOT,,2008,HKG,millions of US$,218307.1398274499
ADB,62 economies,IOT,,2008,HRV,millions of US$,64415.099108957525
ADB,62 economies,IOT,,2008,HUN,millions of US$,145930.75560459777
ADB,62 economies,IOT,,2008,IND,millions of US$,1322286.9602598913
ADB,62 economies,IOT,,2008,INO,millions of US$,547240.2791426433
ADB,62 economies,IOT,,2008,IRE,millions of US$,263362.50270850945
ADB,62 economies,IOT,,2008,ITA,millions of US$,2299330.1537823286
ADB,62 economies,IOT,,2008,JPN,millions of US$,4849678.159084975
ADB,62 economies,IOT,,2008,KAZ,millions of US$,130656.68626904805
ADB,62 economies,IOT,,2008,KGZ,millions of US$,4637.485471078118
ADB,62 economies,IOT,,2008,KOR,millions of US$,985162.0369508784
ADB,62 economies,IOT,,2008,LAO,millions of US$,5035.582107722977
ADB,62 economies,IOT,,2008,LTU,millions of US$,45649.45769424821
ADB,62 economies,IOT,,2008,LUX,millions of US$,52504.68584948608
ADB,62 economies,IOT,,2008,LVA,millions of US$,33549.202385214194
ADB,62 economies,IOT,,2008,MAL,millions of US$,229095.30109960213
ADB,62 economies,IOT,,2008,MEX,millions of US$,1087994.7801703603
ADB,62 economies,IOT,,2008,MLD,millions of US$,2095.93104873568
ADB,62 economies,IOT,,2008,MLT,millions of US$,8339.56520578058
ADB,62 economies,IOT,,2008,MON,millions of US$,5304.047541812869
ADB,62 economies,IOT,,2008,NEP,millions of US$,11215.501370325272
ADB,62 economies,IOT,,2008,NET,millions of US$,908824.5280275984
ADB,62 economies,IOT,,2008,NOR,millions of US$,445637.31230820314
ADB,62 economies,IOT,,2008,PAK,millions of US$,149303.89191366368
ADB,62 economies,IOT,,2008,PHI,millions of US$,167305.9798981
ADB,62 economies,IOT,,2008,POL,millions of US$,513685.00804568734
ADB,62 economies,IOT,,2008,POR,millions of US$,246781.1295721421
ADB,62 economies,IOT,,2008,PRC,millions of US$,4599581.006268995
ADB,62 economies,IOT,,2008,ROM,millions of US$,196951.47662167647
ADB,62 economies,IOT,,2008,RUS,millions of US$,1512620.7000828828
ADB,62 economies,IOT,,2008,RoW,millions of US$,5817232.016759434
ADB,62 economies,IOT,,2008,SIN,millions of US$,184069.93254954318
ADB,62 economies,IOT,,2008,SPA,millions of US$,1594256.2511123351
ADB,62 economies,IOT,,2008,SRI,millions of US$,40713.85562161688
ADB,62 economies,IOT,,2008,SVK,millions of US$,94640.57105597497
ADB,62 economies,IOT,,2008,SVN,millions of US$,51932.56935636086
ADB,62 economies,IOT,,2008,SWE,millions of US$,485390.2105885781
ADB,62 economies,IOT,,2008,SWI,millions of US$,550785.840599383
ADB,62 economies,IOT,,2008,TAP,millions of US$,421618.88867163355
ADB,62 economies,IOT,,2008,THA,millions of US$,281961.33819779643
ADB,62 economies,IOT,,2008,TUR,millions of US$,699201.2521809997
ADB,62 economies,IOT,,2008,UKG,millions of US$,2686129.9241340277
ADB,62 economies,IOT,,2008,USA,millions of US$,14799958.05216823
ADB,62 economies,IOT,,2008,VIE,millions of US$,94810.24793869031
ADB,62 economies,IOT,,2009,AUS,millions of US$,976565.5828909753
ADB,62 economies,IOT,,2009,AUT,millions of US$,369751.40804892353
ADB,62 economies,IOT,,2009,BAN,millions of US$,99554.59660997045
ADB,62 economies,IOT,,2009,BEL,millions of US$,466716.5280273507
ADB,62 economies,IOT,,2009,BGR,millions of US$,48282.8766228952
ADB,62 economies,IOT,,2009,BHU,millions of US$,1241.971987652
ADB,62 economies,IOT,,2009,BRA,millions of US$,1569901.2392224115
ADB,62 economies,IOT,,2009,BRU,millions of US$,10732.592999391754
ADB,62 economies,IOT,,2009,CAM,millions of US$,9905.662508467001
ADB,62 economies,IOT,,2009,CAN,millions of US$,1316206.579727106
ADB,62 economies,IOT,,2009,CYP,millions of US$,24445.076166765077
ADB,62 economies,IOT,,2009,CZE,millions of US$,198286.3330273492
ADB,62 economies,IOT,,2009,DEN,millions of US$,291967.50363327924
ADB,62 economies,IOT,,2009,EST,millions of US$,18084.024967673493
ADB,62 economies,IOT,,2009,FIJ,millions of US$,2568.7177601112
ADB,62 economies,IOT,,2009,FIN,millions of US$,232169.154960546
ADB,62 economies,IOT,,2009,FRA,millions of US$,2533395.768750371
ADB,62 economies,IOT,,2009,GER,millions of US$,3198834.165995718
ADB,62 economies,IOT,,2009,GRC,millions of US$,306605.4614766614
ADB,62 economies,IOT,,2009,HKG,millions of US$,213071.070701178
ADB,62 economies,IOT,,2009,HRV,millions of US$,57452.68963266304
ADB,62 economies,IOT,,2009,HUN,millions of US$,118745.23206035847
ADB,62 economies,IOT,,2009,IND,millions of US$,1358074.7306662065
ADB,62 economies,IOT,,2009,INO,millions of US$,570772.8146851243
ADB,62 economies,IOT,,2009,IRE,millions of US$,223575.47556730086
ADB,62 economies,IOT,,2009,ITA,millions of US$,2075393.4967424877
ADB,62 economies,IOT,,2009,JPN,millions of US$,4962681.39648739
ADB,62 economies,IOT,,2009,KAZ,millions of US$,113621.43110968493
ADB,62 economies,IOT,,2009,KGZ,millions of US$,4303.3122066880005
ADB,62 economies,IOT,,2009,KOR,millions of US$,874298.801825599
ADB,62 economies,IOT,,2009,LAO,millions of US$,5625.133350389088
ADB,62 economies,IOT,,2009,LTU,millions of US$,35565.08285062151
ADB,62 economies,IOT,,2009,LUX,millions of US$,47592.14194668247
ADB,62 economies,IOT,,2009,LVA,millions of US$,24532.1586469037
ADB,62 economies,IOT,,2009,MAL,millions of US$,200888.55882442143
ADB,62 economies,IOT,,2009,MEX,millions of US$,855589.3370394108
ADB,62 economies,IOT,,2009,MLD,millions of US$,2210.695212712
ADB,62 economies,IOT,,2009,MLT,millions of US$,7774.271386793679
ADB,62 economies,IOT,,2009,MON,millions of US$,4356.233821664
ADB,62 economies,IOT,,2009,NEP,millions of US$,12174.00512539633
ADB,62 economies,IOT,,2009,NET,millions of US$,806268.2507547775
ADB,62 economies,IOT,,2009,NOR,millions of US$,367409.7566187149
ADB,62 economies,IOT,,2009,PAK,millions of US$,157867.85338274104
ADB,62 economies,IOT,,2009,PHI,millions of US$,168334.636571
ADB,62 economies,IOT,,2009,POL,millions of US$,415954.43711841136
ADB,62 economies,IOT,,2009,POR,millions of US$,230598.18762956993
ADB,62 economies,IOT,,2009,PRC,millions of US$,5055706.922984577
ADB,62 economies,IOT,,2009,ROM,millions of US$,158764.30514579586
ADB,62 economies,IOT,,2009,RUS,millions of US$,1138230.4006940634
ADB,62 economies,IOT,,2009,RoW,millions of US$,5416052.268754355
ADB,62 economies,IOT,,2009,SIN,millions of US$,185039.86481873266
ADB,62 economies,IOT,,2009,SPA,millions of US$,1451599.051251969
ADB,62 economies,IOT,,2009,SRI,millions of US$,42066.223101034
ADB,62 economies,IOT,,2009,SVK,millions of US$,86226.87455466313
ADB,62 economies,IOT,,2009,SVN,millions of US$,46425.013144467455
ADB,62 economies,IOT,,2009,SWE,millions of US$,400444.08128707
ADB,62 economies,IOT,,2009,SWI,millions of US$,537735.37864355
ADB,62 economies,IOT,,2009,TAP,millions of US$,392653.7398175586
ADB,62 economies,IOT,,2009,THA,millions of US$,265701.463354845
ADB,62 economies,IOT,,2009,TUR,millions of US$,586260.8766202448
ADB,62 economies,IOT,,2009,UKG,millions of US$,2215826.959830761
ADB,62 economies,IOT,,2009,USA,millions of US$,14474307.086880812
ADB,62 economies,IOT,,2009,VIE,millions of US$,101843.58430106171
ADB,62 economies,IOT,,2010,AUS,millions of US$,1235687.63869091
ADB,62 economies,IOT,,2010,AUT,millions of US$,362857.67870720336
ADB,62 economies,IOT,,2010,BAN,millions of US$,111443.64328147218
ADB,62 economies,IOT,,2010,BEL,millions of US$,457483.5009399996
ADB,62 economies,IOT,,2010,BGR,millions of US$,46006.58333032161
ADB,62 economies,IOT,,2010,BHU,millions of US$,1544.5954355205254
ADB,62 economies,IOT,,2010,BRA,millions of US$,2057593.0457006292
ADB,62 economies,IOT,,2010,BRU,millions of US$,13707.116349914388
ADB,62 economies,IOT,,2010,CAM,millions of US$,10714.18823989712
ADB,62 economies,IOT,,2010,CAN,millions of US$,1540866.1286292088
ADB,62 economies,IOT,,2010,CYP,millions of US$,24050.18215141508
ADB,62 economies,IOT,,2010,CZE,millions of US$,199582.61376189542
ADB,62 economies,IOT,,2010,DEN,millions of US$,291491.8659298678
ADB,62 economies,IOT,,2010,EST,millions of US$,18011.594081077572
ADB,62 economies,IOT,,2010,FIJ,millions of US$,2778.4209949212927
ADB,62 economies,IOT,,2010,FIN,millions of US$,228461.1248052763
ADB,62 economies,IOT,,2010,FRA,millions of US$,2485908.5358583904
ADB,62 economies,IOT,,2010,GER,millions of US$,3202399.6758980523
ADB,62 economies,IOT,,2010,GRC,millions of US$,274927.81493571156
ADB,62 economies,IOT,,2010,HKG,millions of US$,227154.540101909
ADB,62 economies,IOT,,2010,HRV,millions of US$,53886.213059511414
ADB,62 economies,IOT,,2010,HUN,millions of US$,119124.53724793492
ADB,62 economies,IOT,,2010,IND,millions of US$,1704415.8993244825
ADB,62 economies,IOT,,2010,INO,millions of US$,743697.2177868595
ADB,62 economies,IOT,,2010,IRE,millions of US$,209318.4162527493
ADB,62 economies,IOT,,2010,ITA,millions of US$,1988204.5557427732
ADB,62 economies,IOT,,2010,JPN,millions of US$,5452882.517654516
ADB,62 economies,IOT,,2010,KAZ,millions of US$,141136.72746215988
ADB,62 economies,IOT,,2010,KGZ,millions of US$,4397.842265142061
ADB,62 economies,IOT,,2010,KOR,millions of US$,1055533.3904673404
ADB,62 economies,IOT,,2010,LAO,millions of US$,6469.214421138519
ADB,62 economies,IOT,,2010,LTU,millions of US$,35261.579396894405
ADB,62 economies,IOT,,2010,LUX,millions of US$,49567.16021756334
ADB,62 economies,IOT,,2010,LVA,millions of US$,21991.239462380465
ADB,62 economies,IOT,,2010,MAL,millions of US$,248094.33510021627
ADB,62 economies,IOT,,2010,MEX,millions of US$,1008007.8030043482
ADB,62 economies,IOT,,2010,MLD,millions of US$,2435.2805925742805
ADB,62 economies,IOT,,2010,MLT,millions of US$,7969.328501407256
ADB,62 economies,IOT,,2010,MON,millions of US$,6782.629499674757
ADB,62 economies,IOT,,2010,NEP,millions of US$,15431.61692098918
ADB,62 economies,IOT,,2010,NET,millions of US$,783476.223180407
ADB,62 economies,IOT,,2010,NOR,millions of US$,404681.31739339855
ADB,62 economies,IOT,,2010,PAK,millions of US$,171256.32043508082
ADB,62 economies,IOT,,2010,PHI,millions of US$,199590.7751893049
ADB,62 economies,IOT,,2010,POL,millions of US$,443456.59339881287
ADB,62 economies,IOT,,2010,POR,millions of US$,224030.68165952503
ADB,62 economies,IOT,,2010,PRC,millions of US$,6012441.241719157
ADB,62 economies,IOT,,2010,ROM,millions of US$,158102.50527686186
ADB,62 economies,IOT,,2010,RUS,millions of US$,1368708.6543941298
ADB,62 economies,IOT,,2010,RoW,millions of US$,6278773.364121489
ADB,62 economies,IOT,,2010,SIN,millions of US$,227362.4728988934
ADB,62 economies,IOT,,2010,SPA,millions of US$,1353835.6192206433
ADB,62 economies,IOT,,2010,SRI,millions of US$,52805.50967915151
ADB,62 economies,IOT,,2010,SVK,millions of US$,86727.50770721643
ADB,62 economies,IOT,,2010,SVN,millions of US$,44203.37158708813
ADB,62 economies,IOT,,2010,SWE,millions of US$,454327.43580809265
ADB,62 economies,IOT,,2010,SWI,millions of US$,577836.4947038433
ADB,62 economies,IOT,,2010,TAP,millions of US$,451849.53050228185
ADB,62 economies,IOT,,2010,THA,millions of US$,321767.7777183771
ADB,62 economies,IOT,,2010,TUR,millions of US$,687595.8413117084
ADB,62 economies,IOT,,2010,UKG,millions of US$,2270879.0502654747
ADB,62 economies,IOT,,2010,USA,millions of US$,15023112.539410127
ADB,62 economies,IOT,,2010,VIE,millions of US$,108196.71494030074
ADB,62 economies,IOT,,2011,AUS,millions of US$,1469652.7384455102
ADB,62 economies,IOT,,2011,AUT,millions of US$,399163.168809241
ADB,62 economies,IOT,,2011,BAN,millions of US$,119797.7524877133
ADB,62 economies,IOT,,2011,BEL,millions of US$,500947.6357948155
ADB,62 economies,IOT,,2011,BGR,millions of US$,53109.01133954674
ADB,62 economies,IOT,,2011,BHU,millions of US$,1766.1465479531519
ADB,62 economies,IOT,,2011,BRA,millions of US$,2233543.1203601463
ADB,62 economies,IOT,,2011,BRU,millions of US$,18524.791163444952
ADB,62 economies,IOT,,2011,CAM,millions of US$,12401.111324226118
ADB,62 economies,IOT,,2011,CAN,millions of US$,1698923.717610794
ADB,62 economies,IOT,,2011,CYP,millions of US$,25866.710617274483
ADB,62 economies,IOT,,2011,CZE,millions of US$,218716.54890464022
ADB,62 economies,IOT,,2011,DEN,millions of US$,311610.81214778847
ADB,62 economies,IOT,,2011,EST,millions of US$,21505.190269015187
ADB,62 economies,IOT,,2011,FIJ,millions of US$,3368.299858399536
ADB,62 economies,IOT,,2011,FIN,millions of US$,251610.6126093536
ADB,62 economies,IOT,,2011,FRA,millions of US$,2685771.4474938908
ADB,62 economies,IOT,,2011,GER,millions of US$,3522744.3939754013
ADB,62 economies,IOT,,2011,GRC,millions of US$,262725.0595145762
ADB,62 economies,IOT,,2011,HKG,millions of US$,248808.26502085495
ADB,62 economies,IOT,,2011,HRV,millions of US$,56525.10734734369
ADB,62 economies,IOT,,2011,HUN,millions of US$,128629.99158692738
ADB,62 economies,IOT,,2011,IND,millions of US$,1945497.0493300457
ADB,62 economies,IOT,,2011,INO,millions of US$,885342.7708128104
ADB,62 economies,IOT,,2011,IRE,millions of US$,231260.2573873285
ADB,62 economies,IOT,,2011,ITA,millions of US$,2128558.1524691074
ADB,62 economies,IOT,,2011,JPN,millions of US$,5886397.773698417
ADB,62 economies,IOT,,2011,KAZ,millions of US$,175139.80166576125
ADB,62 economies,IOT,,2011,KGZ,millions of US$,5656.627908313418
ADB,62 economies,IOT,,2011,KOR,millions of US$,1169996.9353815746
ADB,62 economies,IOT,,2011,LAO,millions of US$,7763.529546992533
ADB,62 economies,IOT,,2011,LTU,millions of US$,41414.847893871935
ADB,62 economies,IOT,,2011,LUX,millions of US$,55469.656682435685
ADB,62 economies,IOT,,2011,LVA,millions of US$,26063.64983021691
ADB,62 economies,IOT,,2011,MAL,millions of US$,292251.6059866511
ADB,62 economies,IOT,,2011,MEX,millions of US$,1137412.6131413637
ADB,62 economies,IOT,,2011,MLD,millions of US$,2610.445165775297
ADB,62 economies,IOT,,2011,MLT,millions of US$,8687.682730523658
ADB,62 economies,IOT,,2011,MON,millions of US$,9634.35529903508
ADB,62 economies,IOT,,2011,NEP,millions of US$,20197.509480062712
ADB,62 economies,IOT,,2011,NET,millions of US$,842874.9693725541
ADB,62 economies,IOT,,2011,NOR,millions of US$,471856.4666089298
ADB,62 economies,IOT,,2011,PAK,millions of US$,208428.7741438844
ADB,62 economies,IOT,,2011,PHI,millions of US$,224095.22384608188
ADB,62 economies,IOT,,2011,POL,millions of US$,488579.1802804413
ADB,62 economies,IOT,,2011,POR,millions of US$,229669.94277615036
ADB,62 economies,IOT,,2011,PRC,millions of US$,7455265.491402454
ADB,62 economies,IOT,,2011,ROM,millions of US$,173506.17963535886
ADB,62 economies,IOT,,2011,RUS,millions of US$,1699914.1579544644
ADB,62 economies,IOT,,2011,RoW,millions of US$,7390476.745464821
ADB,62 economies,IOT,,2011,SIN,millions of US$,264277.49213087873
ADB,62 economies,IOT,,2011,SPA,millions of US$,1413943.650514016
ADB,62 economies,IOT,,2011,SRI,millions of US$,61757.7573497028
ADB,62 economies,IOT,,2011,SVK,millions of US$,94307.84579663738
ADB,62 economies,IOT,,2011,SVN,millions of US$,47172.69258213427
ADB,62 economies,IOT,,2011,SWE,millions of US$,524458.2058946339
ADB,62 economies,IOT,,2011,SWI,millions of US$,692834.6015856726
ADB,62 economies,IOT,,2011,TAP,millions of US$,493447.26128762483
ADB,62 economies,IOT,,2011,THA,millions of US$,356961.09282724233
ADB,62 economies,IOT,,2011,TUR,millions of US$,728366.0161601357
ADB,62 economies,IOT,,2011,UKG,millions of US$,2439598.6937977914
ADB,62 economies,IOT,,2011,USA,millions of US$,15588602.347206462
ADB,62 economies,IOT,,2011,VIE,millions of US$,127296.17214382892
ADB,62 economies,IOT,,2012,AUS,millions of US$,1505436.3090024022
ADB,62 economies,IOT,,2012,AUT,millions of US$,377978.56955873774
ADB,62 economies,IOT,,2012,BAN,millions of US$,124830.00935600203
ADB,62 economies,IOT,,2012,BEL,millions of US$,472398.6600225182
ADB,62 economies,IOT,,2012,BGR,millions of US$,49810.86655202764
ADB,62 economies,IOT,,2012,BHU,millions of US$,1753.7145765258235
ADB,62 economies,IOT,,2012,BRA,millions of US$,2292328.3283080617
ADB,62 economies,IOT,,2012,BRU,millions of US$,19048.442929197627
ADB,62 economies,IOT,,2012,CAM,millions of US$,13391.20732747944
ADB,62 economies,IOT,,2012,CAN,millions of US$,1741075.1148309559
ADB,62 economies,IOT,,2012,CYP,millions of US$,23805.829036567735
ADB,62 economies,IOT,,2012,CZE,millions of US$,198275.27195311792
ADB,62 economies,IOT,,2012,DEN,millions of US$,296448.07059993513
ADB,62 economies,IOT,,2012,EST,millions of US$,21089.752403734412
ADB,62 economies,IOT,,2012,FIJ,millions of US$,3456.055454854249
ADB,62 economies,IOT,,2012,FIN,millions of US$,235238.49607249055
ADB,62 economies,IOT,,2012,FRA,millions of US$,2515114.282703005
ADB,62 economies,IOT,,2012,GER,millions of US$,3311960.475726046
ADB,62 economies,IOT,,2012,GRC,millions of US$,225325.011819149
ADB,62 economies,IOT,,2012,HKG,millions of US$,262299.4763955322
ADB,62 economies,IOT,,2012,HRV,millions of US$,50869.529596087494
ADB,62 economies,IOT,,2012,HUN,millions of US$,115299.57946537554
ADB,62 economies,IOT,,2012,IND,millions of US$,1926548.6282444766
ADB,62 economies,IOT,,2012,INO,millions of US$,909165.7908183729
ADB,62 economies,IOT,,2012,IRE,millions of US$,213423.0628382201
ADB,62 economies,IOT,,2012,ITA,millions of US$,1935268.1198092708
ADB,62 economies,IOT,,2012,JPN,millions of US$,5926217.4372302275
ADB,62 economies,IOT,,2012,KAZ,millions of US$,190945.77579969077
ADB,62 economies,IOT,,2012,KGZ,millions of US$,5993.384736844372
ADB,62 economies,IOT,,2012,KOR,millions of US$,1192287.731188765
ADB,62 economies,IOT,,2012,LAO,millions of US$,9563.007826369674
ADB,62 economies,IOT,,2012,LTU,millions of US$,40932.69488081842
ADB,62 economies,IOT,,2012,LUX,millions of US$,52525.387983780136
ADB,62 economies,IOT,,2012,LVA,millions of US$,26186.39020897574
ADB,62 economies,IOT,,2012,MAL,millions of US$,309696.7970581517
ADB,62 economies,IOT,,2012,MEX,millions of US$,1156783.482083974
ADB,62 economies,IOT,,2012,MLD,millions of US$,2739.060128749216
ADB,62 economies,IOT,,2012,MLT,millions of US$,8476.435061862521
ADB,62 economies,IOT,,2012,MON,millions of US$,11427.086636809287
ADB,62 economies,IOT,,2012,NEP,millions of US$,19767.792027824224
ADB,62 economies,IOT,,2012,NET,millions of US$,784287.456738434
ADB,62 economies,IOT,,2012,NOR,millions of US$,483853.91173759964
ADB,62 economies,IOT,,2012,PAK,millions of US$,211255.81585325697
ADB,62 economies,IOT,,2012,PHI,millions of US$,250092.09299779887
ADB,62 economies,IOT,,2012,POL,millions of US$,464877.79950180603
ADB,62 economies,IOT,,2012,POR,millions of US$,202763.36229800637
ADB,62 economies,IOT,,2012,PRC,millions of US$,8417667.78213658
ADB,62 economies,IOT,,2012,ROM,millions of US$,160337.4229724692
ADB,62 economies,IOT,,2012,RUS,millions of US$,1823649.177075671
ADB,62 economies,IOT,,2012,RoW,millions of US$,7806450.867577978
ADB,62 economies,IOT,,2012,SIN,millions of US$,278943.5098356246
ADB,62 economies,IOT,,2012,SPA,millions of US$,1271400.398010717
ADB,62 economies,IOT,,2012,SRI,millions of US$,65240.83266822596
ADB,62 economies,IOT,,2012,SVK,millions of US$,90432.28632074491
ADB,62 economies,IOT,,2012,SVN,millions of US$,42356.86446818473
ADB,62 economies,IOT,,2012,SWE,millions of US$,507021.23062251107
ADB,62 economies,IOT,,2012,SWI,millions of US$,660840.6083990249
ADB,62 economies,IOT,,2012,TAP,millions of US$,498977.2292146904
ADB,62 economies,IOT,,2012,THA,millions of US$,395370.7233203116
ADB,62 economies,IOT,,2012,TUR,millions of US$,741005.3409205324
ADB,62 economies,IOT,,2012,UKG,millions of US$,2481362.78557742
ADB,62 economies,IOT,,2012,USA,millions of US$,16233658.584230147
ADB,62 economies,IOT,,2012,VIE,millions of US$,148620.92982636354
ADB,62 economies,IOT,,2013,AUS,millions of US$,1460864.1041442477
ADB,62 economies,IOT,,2013,AUT,millions of US$,398077.86418419937
ADB,62 economies,IOT,,2013,BAN,millions of US$,149157.3034754819
ADB,62 economies,IOT,,2013,BEL,millions of US$,493670.72998669837
ADB,62 economies,IOT,,2013,BGR,millions of US$,51297.99386715879
ADB,62 economies,IOT,,2013,BHU,millions of US$,1738.0059401608187
ADB,62 economies,IOT,,2013,BRA,millions of US$,2302121.5025075846
ADB,62 economies,IOT,,2013,BRU,millions of US$,18094.152954446006
ADB,62 economies,IOT,,2013,CAM,millions of US$,14555.949405316638
ADB,62 economies,IOT,,2013,CAN,millions of US$,1752421.0907110106
ADB,62 economies,IOT,,2013,CYP,millions of US$,22890.761563786873
ADB,62 economies,IOT,,2013,CZE,millions of US$,199424.43489623902
ADB,62 economies,IOT,,2013,DEN,millions of US$,309525.56480648497
ADB,62 economies,IOT,,2013,EST,millions of US$,23406.731938619047
ADB,62 economies,IOT,,2013,FIJ,millions of US$,3650.8508203718875
ADB,62 economies,IOT,,2013,FIN,millions of US$,245199.85749354985
ADB,62 economies,IOT,,2013,FRA,millions of US$,2633310.624715535
ADB,62 economies,IOT,,2013,GER,millions of US$,3498338.986765016
ADB,62 economies,IOT,,2013,GRC,millions of US$,220753.59606109295
ADB,62 economies,IOT,,2013,HKG,millions of US$,274552.6529036537
